path,label
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_280.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_285.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_290.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_295.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_30.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_300.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_305.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_310.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_315.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_320.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_325.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_330.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_335.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_340.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_345.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_35.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_350.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_355.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_360.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_365.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_370.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_375.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_380.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_385.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_390.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_395.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_40.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_400.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_405.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_410.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_415.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_420.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_425.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_430.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_435.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_440.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_445.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_45.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_450.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_455.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_460.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_5.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_50.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_55.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_60.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_65.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_70.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_75.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_80.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_85.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_90.jpg,yawn
dataset/mouth\yawn\yawn_25-MaleSunGlasses-Yawning_95.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_0.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_10.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_100.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_105.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_110.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_115.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_120.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_125.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_130.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_135.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_140.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_145.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_15.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_150.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_155.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_160.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_165.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_170.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_175.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_180.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_185.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_190.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_195.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_20.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_200.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_205.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_210.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_215.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_220.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_225.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_230.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_235.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_240.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_245.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_25.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_250.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_255.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_260.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_265.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_270.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_275.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_280.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_285.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_290.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_295.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_30.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_300.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_305.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_310.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_315.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_320.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_325.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_330.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_335.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_35.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_40.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_45.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_5.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_50.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_55.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_60.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_65.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_70.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_75.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_80.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_85.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_90.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleGlasses-Yawning_95.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_0.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_10.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_100.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_105.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_110.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_115.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_120.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_125.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_130.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_135.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_140.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_145.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_15.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_150.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_155.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_160.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_165.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_170.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_175.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_180.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_185.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_190.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_195.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_20.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_200.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_205.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_210.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_215.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_220.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_225.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_230.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_235.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_240.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_245.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_25.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_250.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_255.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_260.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_265.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_270.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_275.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_280.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_285.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_290.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_295.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_30.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_300.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_305.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_310.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_315.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_320.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_325.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_330.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_335.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_340.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_345.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_35.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_350.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_355.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_360.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_365.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_370.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_375.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_380.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_385.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_390.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_395.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_40.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_400.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_405.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_410.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_415.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_420.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_425.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_430.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_435.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_440.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_445.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_45.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_450.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_455.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_460.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_465.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_470.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_475.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_480.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_485.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_490.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_5.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_50.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_55.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_60.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_65.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_70.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_75.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_80.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_85.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_90.jpg,yawn
dataset/mouth\yawn\yawn_26-FemaleSunGlasses-Yawning_95.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_0.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_10.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_100.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_105.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_110.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_115.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_120.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_125.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_130.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_135.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_140.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_145.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_15.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_150.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_155.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_160.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_165.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_170.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_175.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_180.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_185.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_190.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_195.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_20.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_200.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_205.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_210.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_215.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_220.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_225.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_230.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_235.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_240.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_245.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_25.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_250.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_255.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_260.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_265.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_270.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_275.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_280.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_285.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_290.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_295.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_30.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_300.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_305.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_310.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_315.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_320.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_325.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_330.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_335.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_340.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_345.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_35.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_350.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_355.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_360.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_365.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_370.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_375.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_380.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_385.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_390.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_395.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_40.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_400.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_405.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_410.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_415.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_420.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_425.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_430.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_435.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_440.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_445.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_45.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_450.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_455.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_460.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_465.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_470.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_475.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_480.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_485.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_490.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_495.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_5.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_50.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_500.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_505.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_510.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_515.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_520.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_525.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_530.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_535.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_540.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_545.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_55.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_60.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_65.jpg,yawn
dataset/mouth\yawn\yawn_26-MaleNoGlasses-Yawning_70.jpg,yawn
